name,review_count,rating,city,zip_code,id,latitude,longitude,alias,title,price
"Tacos Los Guichos",155,4.0,"Los Angeles",90003,Blb0Eso-wdKdBkqr80UHdA,33.988833,-118.2790517,foodstands,"Food Stands",NA
"Asadas El Infierno",1,1.0,"Los Angeles",90065,E9u5nLX5rqhv6z1ddt2caA,34.115092,-118.248558,tacos,Tacos,NA
"Tocaya - Century City",381,3.5,"Los Angeles",90067,1iH0JS9j41v_i7hxuUL8Yw,34.0599599,-118.41982,mexican,Mexican,NA
"Javier's Century City",1315,3.5,"Los Angeles",90067,5dd7D6C3dKtpxzgsR5R1uA,34.0599599,-118.41982,mexican,Mexican,NA
"Chipotle Mexican Grill",93,2.0,"Los Angeles",90067,2uSEc3MYOgn90KRcR6U7tg,34.05996,-118.41982,hotdogs,"Fast Food",NA
"Tacos Al Carbon",3,4.5,"Los Angeles",90044,vjG3O1cMVB2-nLMpETzXag,33.9844876088192,-118.291352266103,tacos,Tacos,NA
"Juanito's Tacos",7,5.0,"Los Angeles",90021,jkpfw3Qa3yRibEwi5yQaQA,34.018816871589536,-118.23799817055166,mexican,Mexican,NA
"Puro Texcoco",11,2.0,"Los Angeles",90003,waRbhQZK8Rosc1kFod77Hw,33.9889793395996,-118.276977539062,mexican,Mexican,NA
"Taqueria La Guadalupana",70,4.5,"Los Angeles",90065,HE8yOk2Ty25InmpStznKMw,34.10272,-118.2366,mexican,Mexican,NA
"Madre Oaxacan Restaurant and Mezcaleria",966,4.0,"Los Angeles",90034,MjWMuWJNlxNXr-KmAXL8KQ,34.0287002,-118.4114403,mexican,Mexican,NA
"Quesadilla Meli's",15,5.0,"Los Angeles",90065,H3cJ7V_VQWDL161wxHgERw,34.0986293019372,-118.233750741395,mexican,Mexican,NA
"hook it up  food truck",1,1.0,"Los Angeles",90011,Xi-imMqeZt_QGTVrvck2-w,34.003454,-118.252466,foodtrucks,"Food Trucks",NA
Salvamex,45,4.5,"Los Angeles",90065,q54b_YSNpYJv-wpeVZwvRg,34.1008796691895,-118.235191345215,mexican,Mexican,NA
"Tacos El Birrias Estillo Tijuana",6,4.5,"Los Angeles",90065,euuPObkvWFhpW12taZPqeA,34.1008,-118.23494,tacos,Tacos,NA
"Ditroit Taqueria",56,4.0,"Los Angeles",90021,WR3_Dw58mCnmGq-cW7H0vw,34.03314716116565,-118.229120390524,mexican,Mexican,NA
Damian,152,4.0,"Los Angeles",90021,n8cs5yUAG6XVn52eMChCNw,34.03357583,-118.22909483,mexican,Mexican,NA
"City Club Restaurant",19,4.0,"Los Angeles",90021,4Ci1Go2yuau36vRnwBqEkw,34.0310385078192,-118.230038657784,divebars,"Dive Bars",NA
"El Milagro",47,4.5,"Los Angeles",90031,8sVUX79Ffk0_ObIpwVBNaw,34.0774040222168,-118.224678039551,seafood,Seafood,NA
"El Taco Mexicano No 2",72,4.5,"Los Angeles",90011,4w3rjG89m7kEWiwdwrET_Q,34.00369,-118.25186,mexican,Mexican,NA
Elen's,1,5.0,"Los Angeles",90011,9meY_RQZMnkcWkkeONpeeQ,33.9933411782285,-118.266981582036,mexican,Mexican,NA
"Tortilleria La California",38,4.5,"Los Angeles",90065,6MWElD7t-Gz17452OlFy9Q,34.10468,-118.2375,bakeries,Bakeries,NA
"El Pollo Loco",192,1.5,"Los Angeles",90065,OKom4poViaaWD_fEz1Rk0A,34.11449900707426,-118.2459697,mexican,Mexican,NA
"Mr. Fish & Mex Grill",55,4.0,"Los Angeles",90056,JWpK0iuk9Cf2Vxvt5keVWQ,33.9878859,-118.3645205,mexican,Mexican,NA
"Tierra Caliente",21,4.5,"Los Angeles",90065,YSENUwpVk_puPIy3XOZ5EA,34.102743377367595,-118.23582355828381,mexican,Mexican,NA
"Taqueria La Michoacana",8,3.0,"Los Angeles",90056,fELzlqERcbsyRr0UVKWgcQ,33.9878240192095,-118.364468291402,mexican,Mexican,NA
yaiquesadillas,1,5.0,"Los Angeles",90065,cGXKcWY09uCLfjI-0QdBUA,34.0835758712,-118.226020709,tacos,Tacos,NA
"Tacos La Morenita",43,5.0,"Los Angeles",90065,jDkDrZ5PF7CSolAIfaQUrg,34.0953941345215,-118.231010437012,tacos,Tacos,NA
"Don Sazon Restaurant",3,3.5,"Los Angeles",90011,StnoIhUtHxARjHYoTO7G_w,33.999654,-118.256265,mexican,Mexican,NA
"Casa Galindo",1,1.0,"Los Angeles",90044,UD1S7s8ILxiclZ9BZzUVQg,33.98329,-118.29114,mexican,Mexican,NA
"El Pulpo Mojado",1,5.0,"Los Angeles",90044,khxFQH1HHSBqlvYUdVvekA,33.98329,-118.29114,seafood,Seafood,NA
